G_DATA      1        0        180       0       -72   23   38         0   0   0
G_DATA      1        0        177       0       -61    1   84         0   0   0
G_DATA      1        0        165       0         0   31   91         0   0   0
G_DATA      2        0        168       0       -58   -6   -5        12   0   0
G_DATA      2        0        166       0       -74   18   37        12   0   0
G_DATA      2        0        165       0        10   38  -53        12   0   0
G_DATA      3        0        196       0         1   15   83        24   0   0
G_DATA      3        0        173       0        28   33  -86        24   0   0
G_DATA      3        0        173       0        -8  -10  -78        24   0   0
G_DATA      4        0        209       0       -61  -30   17        36   0   0
G_DATA      4        0        176       0       -17   22  -51        36   0   0
G_DATA      4        0        173       0        29  -55  -35        36   0   0
G_DATA      5        0        179       0        53   -2   17        48   0   0
G_DATA      5        0        168       0        59  -22  -80        48   0   0
G_DATA      5        0        162       0       -45  -48   27        48   0   0
G_DATA      6        0        181       0       -28   53  -12        60   0   0
G_DATA      6        0        179       0        59  -18  -80        60   0   0
G_DATA      6        0        171       0        60  -18  -80        60   0   0
G_DATA      7        0        179       0       -13   -8  -60        72   0   0
G_DATA      7        0        172       0       -42   47   28        72   0   0
G_DATA      7        0        168       0       -51   27  -28        72   0   0
G_DATA      8        0        186       0        31  -54  -18        84   0   0
G_DATA      8        0        173       0       -51   26  -28        84   0   0
G_DATA      8        0        171       0         7   -9   86        84   0   0
G_DATA      9        0        183       0       -74   12   44        96   0   0
G_DATA      9        0        165       0        56  -10   20        96   0   0
G_DATA      9        0        165       0         2   -3  101        96   0   0
G_DATA     10        0        196       0       -29   51  -46       108   0   0
G_DATA     10        0        187       0         3   47  -38       108   0   0
G_DATA     10        0        174       0       -57   44    9       108   0   0
G_DATA     11        0        194       0        66    7  -84       120   0   0
G_DATA     11        0        183       0        15  -46   63       120   0   0
G_DATA     11        0        177       0        65    6  -84       120   0   0
G_DATA     12        0        190       0        66  -12  -35       132   0   0
G_DATA     12        0        183       0       -31   46  -47       132   0   0
G_DATA     12        0        172       0         9   40   23       132   0   0
G_DATA     13        0        201       0        63  -18  -31       144   0   0
G_DATA     13        0        179       0       -58  -11   21       144   0   0
G_DATA     13        0        178       0       -17   46   56       144   0   0
G_DATA     14        0        198       0        64  -16  -31       156   0   0
G_DATA     14        0        179       0        64  -14  -31       156   0   0
G_DATA     14        0        166       0        65  -16  -31       156   0   0
G_DATA     15        0        189       0        30   37    6       168   0   0
G_DATA     15        0        175       0       -18    6  -71       168   0   0
G_DATA     15        0        166       0        24   19   54       168   0   0
G_DATA     16        0        211       0        62  -19  -26       180   0   0
G_DATA     16        0        172       0        54   33  -66       180   0   0
G_DATA     16        0        169       0        54   34  -66       180   0   0
G_DATA     17        0        172       0       -79   -3  -17       192   0   0
G_DATA     17        0        171       0       -65   -5   23       192   0   0
G_DATA     17        0        171       0       -46  -11   92       192   0   0
G_DATA     18        0        216       0        -8   36  -41       204   0   0
G_DATA     18        0        190       0       -17   33  -46       204   0   0
G_DATA     18        0        183       0        28  -29  -71       204   0   0
G_DATA     19        0        176       0         5  -25  113       216   0   0
G_DATA     19        0        168       0       -65   -9   24       216   0   0
G_DATA     19        0        165       0        64    7   48       216   0   0
G_DATA     20        0        186       0       -78  -20  -18       228   0   0
G_DATA     20        0        180       0       -30   38   96       228   0   0
G_DATA     20        0        173       0       -55   -9   56       228   0   0
G_DATA     21        0        203       0        11   44  -45       240   0   0
G_DATA     21        0        190       0        61  -15  -35       240   0   0
G_DATA     21        0        190       0        -5   35   -3       240   0   0
G_DATA     22        0        178       0        69   18  -38       252   0   0
G_DATA     22        0        167       0        51   38  -45       252   0   0
G_DATA     22        0        162       0       -60  -20  -49       252   0   0
G_DATA     23        0        190       0       -68   27   13       264   0   0
