G_DATA      1        0        410       -2424714559488        17   42   12         0   0   0
G_DATA      1        0        207       -2930235670528        16   43   12         0   0   0
G_DATA      1        0        144       -1704038760448       -15   15  -55         0   0   0
G_DATA      2        0        177       -231437336576        14   46   12        12   0   0
G_DATA      2        0        171       -2847953387520       -21   -1  -54        12   0   0
G_DATA      2        0        155       -4089519276032         2  -52  -34        12   0   0
G_DATA      3        0        157       -6526859739136       -51  -14   30        24   0   0
G_DATA      3        0        154       -160446808064       -41    8   54        24   0   0
G_DATA      3        0        150       -3292456812544       -22   -1  -56        24   0   0
G_DATA      4        0        180       -6002084675584        -1   18  -53        36   0   0
G_DATA      4        0        169       -2698717167616       -25   37  -43        36   0   0
G_DATA      4        0        152       -3196583936000         4  -66  -10        36   0   0
G_DATA      5        0        171       -6840947048448       -24   21   62        48   0   0
G_DATA      5        0        159       -2070113419264        -7   56   64        48   0   0
G_DATA      5        0        152       -1880246452224        16   58   -1        48   0   0
G_DATA      6        0        246       -538818248704         1  -30   42        60   0   0
G_DATA      6        0        192       -2178454519808        36  -22   38        60   0   0
G_DATA      6        0        171       -8594259443712       -35   47   34        60   0   0
G_DATA      7        0        295       -5504731447296         6  -27   42        72   0   0
G_DATA      7        0        253       -8554280910848         0   46  -33        72   0   0
G_DATA      7        0        220       -3374721269760        -1   46  -34        72   0   0
G_DATA      8        0        158       -1767260291072         7   59  -15        84   0   0
G_DATA      8        0        156       -155304787968        28   38   42        84   0   0
G_DATA      8        0        150       -223106039808        -5   25   64        84   0   0
G_DATA      9        0        164       -5122205155328        18  -27   41        96   0   0
G_DATA      9        0        149       -5276492627968       -13   33  -42        96   0   0
G_DATA      9        0        144       -6671517614080        18  -28   41        96   0   0
G_DATA     10        0        191       -116031389696        32  -55  -12       108   0   0
G_DATA     10        0        187       -3627283382272       -31    3  -46       108   0   0
G_DATA     10        0        175       -2245532844032       -20   -6   59       108   0   0
G_DATA     11        0        183       -904599699456       -18   -7   59       120   0   0
G_DATA     11        0        167       -2497554415616       -19   27  -42       120   0   0
G_DATA     11        0        165       -5522669961216        14  -20  -59       120   0   0
G_DATA     12        0        169       -3815012564992        40  -37   22       132   0   0
G_DATA     12        0        167       -5282888417280       -28   37   60       132   0   0
G_DATA     12        0        166       -1397424914432        15  -57  -26       132   0   0
G_DATA     13        0        188       -4248817106944        65   14   -5       144   0   0
G_DATA     13        0        166       -8854275358720        10   40   46       144   0   0
G_DATA     13        0        164       -2479041019904        35  -12   39       144   0   0
G_DATA     14        0        176       -1917552951296        31  -62    7       156   0   0
G_DATA     14        0        165       -10506794434560         3    2  -54       156   0   0
G_DATA     14        0        164       -3635283492864         1  -37  -54       156   0   0
G_DATA     15        0        202       -857368231936         0   52  -28       168   0   0
G_DATA     15        0        170       -892616048640       -27   22   62       168   0   0
G_DATA     15        0        161       -652530155520        25  -17   51       168   0   0
G_DATA     16        0        163       -1942457286656        33  -59  -33       180   0   0
G_DATA     16        0        159       -4488080392192        60  -12   13       180   0   0
G_DATA     16        0        159       -1506659532800        51   13   26       180   0   0
G_DATA     17        0        203       -2104782225408       -28   19   61       192   0   0
G_DATA     17        0        169       -42729472000       -10   54  -27       192   0   0
G_DATA     17        0        153       -1699858350080        -3  -57   11       192   0   0
G_DATA     18        0        183       -2066133942272        23  -59   10       204   0   0
